time	V(vout)	V(vrail)	V(vswitch)
1.003235687702348e-003	5.370380e-004	5.000000e+000	5.000000e+000
1.003335687702348e-003	5.636468e-004	5.000000e+000	5.000000e+000
1.003435687702348e-003	6.038380e-004	5.000000e+000	5.000000e+000
1.003535687702348e-003	6.639879e-004	5.000000e+000	5.000000e+000
1.003635687702348e-003	7.534102e-004	5.000000e+000	5.000000e+000
1.003735687702348e-003	8.856796e-004	5.000000e+000	5.000000e+000
1.003835687702348e-003	1.080541e-003	5.000000e+000	5.000000e+000
1.003935687702348e-003	1.366647e-003	5.000000e+000	5.000000e+000
1.004035687702348e-003	1.785482e-003	5.000000e+000	5.000000e+000
1.004135687702348e-003	2.396945e-003	5.000000e+000	5.000000e+000
1.004235687702348e-003	3.287273e-003	5.000000e+000	5.000000e+000
1.004335687702348e-003	4.580201e-003	5.000000e+000	5.000000e+000
1.004435687702348e-003	6.452531e-003	5.000000e+000	5.000000e+000
1.004535687702348e-003	9.223996e-003	5.000000e+000	5.000000e+000
1.004635687702348e-003	1.360180e-002	5.000000e+000	5.000000e+000
1.004735687702349e-003	2.074130e-002	5.000000e+000	5.000000e+000
1.004835687702349e-003	3.184221e-002	5.000000e+000	5.000000e+000
1.004935687702349e-003	4.783485e-002	5.000000e+000	5.000000e+000
1.005035687702349e-003	6.946138e-002	5.000000e+000	5.000000e+000
1.005135687702349e-003	9.736697e-002	5.000000e+000	5.000000e+000
1.005235687702349e-003	1.320947e-001	5.000000e+000	5.000000e+000
1.005335687702349e-003	1.740828e-001	5.000000e+000	5.000000e+000
1.005435687702349e-003	2.236642e-001	5.000000e+000	5.000000e+000
1.005535687702349e-003	2.810687e-001	5.000000e+000	5.000000e+000
1.005635687702349e-003	3.464260e-001	5.000000e+000	5.000000e+000
1.005735687702349e-003	4.197711e-001	5.000000e+000	5.000000e+000
1.005835687702349e-003	5.010509e-001	5.000000e+000	5.000000e+000
1.005935687702349e-003	5.901308e-001	5.000000e+000	5.000000e+000
1.006035687702349e-003	6.868032e-001	5.000000e+000	5.000000e+000
1.006135687702349e-003	7.907950e-001	5.000000e+000	5.000000e+000
1.006235687702349e-003	9.017763e-001	5.000000e+000	5.000000e+000
1.006335687702349e-003	1.019368e+000	5.000000e+000	5.000000e+000
1.006435687702350e-003	1.143150e+000	5.000000e+000	5.000000e+000
1.006635687702350e-003	1.407439e+000	5.000000e+000	5.000000e+000
1.006835687702350e-003	1.690717e+000	5.000000e+000	5.000000e+000
1.007035687702350e-003	1.988789e+000	5.000000e+000	5.000000e+000
1.007235687702350e-003	2.297337e+000	5.000000e+000	5.000000e+000
1.007435687702350e-003	2.611999e+000	5.000000e+000	5.000000e+000
1.007635687702350e-003	2.928419e+000	5.000000e+000	5.000000e+000
1.007835687702350e-003	3.242238e+000	5.000000e+000	5.000000e+000
1.007872875505277e-003	3.300080e+000	5.000000e+000	5.000000e+000
1.007910063308203e-003	3.357596e+000	5.000000e+000	5.000000e+000
1.007947251111130e-003	3.414786e+000	5.000000e+000	5.000000e+000
1.007984438914057e-003	3.471649e+000	5.000000e+000	5.000000e+000
1.008021626716983e-003	3.528185e+000	5.000000e+000	5.000000e+000
1.008058814519910e-003	3.584395e+000	5.000000e+000	5.000000e+000
1.008096002322836e-003	3.640278e+000	5.000000e+000	5.000000e+000
1.008141032802870e-003	3.706448e+000	5.000000e+000	5.000000e+000
1.008222877215716e-003	3.821570e+000	5.000000e+000	5.000000e+000
1.008462653824448e-003	4.111882e+000	5.000000e+000	5.000000e+000
1.008562653824448e-003	4.213717e+000	5.000000e+000	5.000000e+000
1.008662653824448e-003	4.305170e+000	5.000000e+000	5.000000e+000
1.008762653824448e-003	4.387535e+000	5.000000e+000	5.000000e+000
1.008862653824448e-003	4.462031e+000	5.000000e+000	5.000000e+000
1.008962653824448e-003	4.529718e+000	5.000000e+000	5.000000e+000
1.009062653824448e-003	4.591481e+000	5.000000e+000	5.000000e+000
1.009162653824448e-003	4.648028e+000	5.000000e+000	5.000000e+000
1.009262653824449e-003	4.699904e+000	5.000000e+000	5.000000e+000
1.009462653824449e-003	4.790978e+000	5.000000e+000	5.000000e+000
1.009562653824449e-003	4.830166e+000	5.000000e+000	5.000000e+000
1.009662653824449e-003	4.864325e+000	5.000000e+000	5.000000e+000
1.009762653824449e-003	4.892817e+000	5.000000e+000	5.000000e+000
1.009862095467851e-003	4.915764e+000	5.000000e+000	5.000000e+000
1.009952681499019e-003	4.932420e+000	5.000000e+000	5.000000e+000
1.010052681499019e-003	4.946898e+000	5.000000e+000	5.000000e+000
1.010152681499019e-003	4.958160e+000	5.000000e+000	5.000000e+000
1.010252681499019e-003	4.966741e+000	5.000000e+000	5.000000e+000
1.010352681499020e-003	4.973194e+000	5.000000e+000	5.000000e+000
1.010452681499020e-003	4.977993e+000	5.000000e+000	5.000000e+000
1.010552681499020e-003	4.981531e+000	5.000000e+000	5.000000e+000
1.010652681499020e-003	4.984128e+000	5.000000e+000	5.000000e+000
1.010752681499020e-003	4.986036e+000	5.000000e+000	5.000000e+000
1.010852681499020e-003	4.987449e+000	5.000000e+000	5.000000e+000
1.010952681499020e-003	4.988510e+000	5.000000e+000	5.000000e+000
1.011052681499020e-003	4.989325e+000	5.000000e+000	5.000000e+000
1.011152681499020e-003	4.989966e+000	5.000000e+000	5.000000e+000
1.011252681499020e-003	4.990488e+000	5.000000e+000	5.000000e+000
1.011352681499020e-003	4.990924e+000	5.000000e+000	5.000000e+000
1.011452681499020e-003	4.991299e+000	5.000000e+000	5.000000e+000
1.011552681499020e-003	4.991628e+000	5.000000e+000	5.000000e+000
1.011652681499020e-003	4.991923e+000	5.000000e+000	5.000000e+000
1.011752681499020e-003	4.992190e+000	5.000000e+000	5.000000e+000
1.011852681499020e-003	4.992435e+000	5.000000e+000	5.000000e+000
1.011952681499020e-003	4.992661e+000	5.000000e+000	5.000000e+000
1.012052681499021e-003	4.992871e+000	5.000000e+000	5.000000e+000
1.012152681499021e-003	4.993067e+000	5.000000e+000	5.000000e+000
1.012252681499021e-003	4.993249e+000	5.000000e+000	5.000000e+000
1.012352681499021e-003	4.993422e+000	5.000000e+000	5.000000e+000
1.012452681499021e-003	4.993583e+000	5.000000e+000	5.000000e+000
1.012552681499021e-003	4.993735e+000	5.000000e+000	5.000000e+000
1.012752681499021e-003	4.994015e+000	5.000000e+000	5.000000e+000
1.012952681499021e-003	4.994267e+000	5.000000e+000	5.000000e+000
1.013152681499021e-003	4.994493e+000	5.000000e+000	5.000000e+000
1.013352681499021e-003	4.994700e+000	5.000000e+000	5.000000e+000
1.013552681499021e-003	4.994889e+000	5.000000e+000	5.000000e+000
1.013752681499021e-003	4.995061e+000	5.000000e+000	5.000000e+000
1.014052681499022e-003	4.995296e+000	5.000000e+000	5.000000e+000
1.014352681499022e-003	4.995503e+000	5.000000e+000	5.000000e+000
1.014652681499022e-003	4.995689e+000	5.000000e+000	5.000000e+000
1.014952681499022e-003	4.995857e+000	5.000000e+000	5.000000e+000
1.015252681499022e-003	4.996009e+000	5.000000e+000	5.000000e+000
1.015552681499022e-003	4.996147e+000	5.000000e+000	5.000000e+000
1.015852681499023e-003	4.996274e+000	5.000000e+000	5.000000e+000
1.016095538641880e-003	4.996367e+000	5.000000e+000	5.000000e+000
1.016338395784737e-003	4.996455e+000	5.000000e+000	5.000000e+000
1.016581252927594e-003	4.996539e+000	5.000000e+000	5.000000e+000
1.016824110070452e-003	4.996617e+000	5.000000e+000	5.000000e+000
1.017066967213309e-003	4.996691e+000	5.000000e+000	5.000000e+000
1.017309824356166e-003	4.996760e+000	5.000000e+000	5.000000e+000
1.017552681499024e-003	4.996824e+000	5.000000e+000	5.000000e+000
1.017866967213310e-003	4.996902e+000	5.000000e+000	5.000000e+000
1.018181252927595e-003	4.996976e+000	5.000000e+000	5.000000e+000
1.018495538641881e-003	4.997046e+000	5.000000e+000	5.000000e+000
1.018809824356167e-003	4.997112e+000	5.000000e+000	5.000000e+000
1.019124110070453e-003	4.997173e+000	5.000000e+000	5.000000e+000
1.019438395784739e-003	4.997230e+000	5.000000e+000	5.000000e+000
1.019752681499025e-003	4.997283e+000	5.000000e+000	5.000000e+000
1.020138395784739e-003	4.997344e+000	5.000000e+000	5.000000e+000
1.020524110070454e-003	4.997402e+000	5.000000e+000	5.000000e+000
1.020909824356168e-003	4.997456e+000	5.000000e+000	5.000000e+000
1.021295538641883e-003	4.997508e+000	5.000000e+000	5.000000e+000
1.021681252927597e-003	4.997556e+000	5.000000e+000	5.000000e+000
1.022066967213312e-003	4.997600e+000	5.000000e+000	5.000000e+000
1.022452681499026e-003	4.997642e+000	5.000000e+000	5.000000e+000
1.022938395784741e-003	4.997691e+000	5.000000e+000	5.000000e+000
1.023424110070456e-003	4.997738e+000	5.000000e+000	5.000000e+000
1.023909824356170e-003	4.997782e+000	5.000000e+000	5.000000e+000
1.024395538641885e-003	4.997824e+000	5.000000e+000	5.000000e+000
1.024881252927599e-003	4.997862e+000	5.000000e+000	5.000000e+000
1.025366967213314e-003	4.997898e+000	5.000000e+000	5.000000e+000
1.025852681499028e-003	4.997932e+000	5.000000e+000	5.000000e+000
1.026466967213314e-003	4.997972e+000	5.000000e+000	5.000000e+000
1.027081252927600e-003	4.998010e+000	5.000000e+000	5.000000e+000
1.027695538641886e-003	4.998045e+000	5.000000e+000	5.000000e+000
1.028309824356173e-003	4.998079e+000	5.000000e+000	5.000000e+000
1.028924110070459e-003	4.998110e+000	5.000000e+000	5.000000e+000
1.029538395784745e-003	4.998139e+000	5.000000e+000	5.000000e+000
1.030152681499031e-003	4.998166e+000	5.000000e+000	5.000000e+000
1.030595538641888e-003	4.998184e+000	5.000000e+000	5.000000e+000
1.031038395784745e-003	4.998202e+000	5.000000e+000	5.000000e+000
1.031481252927603e-003	4.998219e+000	5.000000e+000	5.000000e+000
1.031924110070460e-003	4.998236e+000	5.000000e+000	5.000000e+000
1.032366967213318e-003	4.998252e+000	5.000000e+000	5.000000e+000
1.032809824356175e-003	4.998267e+000	5.000000e+000	5.000000e+000
1.033252681499033e-003	4.998282e+000	5.000000e+000	5.000000e+000
1.033352681499033e-003	4.998285e+000	5.000000e+000	5.000000e+000
1.034238395784747e-003	4.998313e+000	5.000000e+000	5.000000e+000
1.035124110070462e-003	4.998338e+000	5.000000e+000	5.000000e+000
1.036009824356177e-003	4.998363e+000	5.000000e+000	5.000000e+000
1.036895538641892e-003	4.998386e+000	5.000000e+000	5.000000e+000
1.037781252927606e-003	4.998407e+000	5.000000e+000	5.000000e+000
1.038666967213321e-003	4.998427e+000	5.000000e+000	5.000000e+000
1.039552681499036e-003	4.998446e+000	5.000000e+000	5.000000e+000
1.040666967213322e-003	4.998467e+000	5.000000e+000	5.000000e+000
1.041781252927609e-003	4.998487e+000	5.000000e+000	5.000000e+000
1.042895538641895e-003	4.998506e+000	5.000000e+000	5.000000e+000
1.044009824356181e-003	4.998524e+000	5.000000e+000	5.000000e+000
1.045124110070468e-003	4.998541e+000	5.000000e+000	5.000000e+000
1.046238395784754e-003	4.998557e+000	5.000000e+000	5.000000e+000
1.047352681499041e-003	4.998571e+000	5.000000e+000	5.000000e+000
1.048738395784756e-003	4.998588e+000	5.000000e+000	5.000000e+000
1.050124110070471e-003	4.998604e+000	5.000000e+000	5.000000e+000
1.051509824356186e-003	4.998619e+000	5.000000e+000	5.000000e+000
1.052895538641901e-003	4.998633e+000	5.000000e+000	5.000000e+000
1.054281252927616e-003	4.998645e+000	5.000000e+000	5.000000e+000
1.055666967213331e-003	4.998657e+000	5.000000e+000	5.000000e+000
1.057052681499046e-003	4.998668e+000	5.000000e+000	5.000000e+000
1.057938395784761e-003	4.998675e+000	5.000000e+000	5.000000e+000
1.058824110070476e-003	4.998682e+000	5.000000e+000	5.000000e+000
1.059709824356190e-003	4.998688e+000	5.000000e+000	5.000000e+000
1.060595538641905e-003	4.998694e+000	5.000000e+000	5.000000e+000
1.061481252927620e-003	4.998700e+000	5.000000e+000	5.000000e+000
1.062366967213335e-003	4.998706e+000	5.000000e+000	5.000000e+000
1.063252681499050e-003	4.998711e+000	5.000000e+000	5.000000e+000
1.063352681499050e-003	4.998712e+000	5.000000e+000	5.000000e+000
1.065281252927622e-003	4.998722e+000	5.000000e+000	5.000000e+000
1.067209824356195e-003	4.998733e+000	5.000000e+000	5.000000e+000
1.069138395784767e-003	4.998742e+000	5.000000e+000	5.000000e+000
1.071066967213340e-003	4.998751e+000	5.000000e+000	5.000000e+000
1.072995538641912e-003	4.998760e+000	5.000000e+000	5.000000e+000
1.074924110070485e-003	4.998767e+000	5.000000e+000	5.000000e+000
1.076852681499057e-003	4.998775e+000	5.000000e+000	5.000000e+000
1.079195538641916e-003	4.998782e+000	5.000000e+000	5.000000e+000
1.081538395784774e-003	4.998790e+000	5.000000e+000	5.000000e+000
1.083881252927633e-003	4.998797e+000	5.000000e+000	5.000000e+000
1.086224110070491e-003	4.998803e+000	5.000000e+000	5.000000e+000
1.088566967213350e-003	4.998809e+000	5.000000e+000	5.000000e+000
1.090909824356208e-003	4.998815e+000	5.000000e+000	5.000000e+000
1.093252681499067e-003	4.998820e+000	5.000000e+000	5.000000e+000
1.093352681499067e-003	4.998820e+000	5.000000e+000	5.000000e+000
1.096266967213354e-003	4.998826e+000	5.000000e+000	5.000000e+000
1.099181252927641e-003	4.998831e+000	5.000000e+000	5.000000e+000
1.102095538641929e-003	4.998836e+000	5.000000e+000	5.000000e+000
1.105009824356216e-003	4.998841e+000	5.000000e+000	5.000000e+000
1.107924110070503e-003	4.998845e+000	5.000000e+000	5.000000e+000
1.110838395784791e-003	4.998849e+000	5.000000e+000	5.000000e+000
1.113752681499078e-003	4.998852e+000	5.000000e+000	5.000000e+000
1.115109824356222e-003	4.998854e+000	5.000000e+000	5.000000e+000
1.116466967213365e-003	4.998855e+000	5.000000e+000	5.000000e+000
1.117824110070509e-003	4.998856e+000	5.000000e+000	5.000000e+000
1.119181252927653e-003	4.998858e+000	5.000000e+000	5.000000e+000
1.120538395784796e-003	4.998859e+000	5.000000e+000	5.000000e+000
1.121895538641940e-003	4.998860e+000	5.000000e+000	5.000000e+000
1.123252681499083e-003	4.998862e+000	5.000000e+000	5.000000e+000
1.123352681499084e-003	4.998862e+000	5.000000e+000	5.000000e+000
1.127252681499086e-003	4.998865e+000	5.000000e+000	5.000000e+000
1.131152681499088e-003	4.998868e+000	5.000000e+000	5.000000e+000
1.135052681499090e-003	4.998871e+000	5.000000e+000	5.000000e+000
1.138952681499092e-003	4.998874e+000	5.000000e+000	5.000000e+000
1.142852681499095e-003	4.998876e+000	5.000000e+000	5.000000e+000
1.146752681499097e-003	4.998878e+000	5.000000e+000	5.000000e+000
1.150652681499099e-003	4.998879e+000	5.000000e+000	5.000000e+000
1.153352681499101e-003	4.998881e+000	5.000000e+000	5.000000e+000
1.157438395784817e-003	4.998883e+000	5.000000e+000	5.000000e+000
1.161524110070534e-003	4.998884e+000	5.000000e+000	5.000000e+000
1.165609824356250e-003	4.998885e+000	5.000000e+000	5.000000e+000
1.169695538641967e-003	4.998887e+000	5.000000e+000	5.000000e+000
1.173781252927683e-003	4.998888e+000	5.000000e+000	5.000000e+000
1.177866967213400e-003	4.998889e+000	5.000000e+000	5.000000e+000
1.181952681499117e-003	4.998889e+000	5.000000e+000	5.000000e+000
1.183352681499118e-003	4.998890e+000	5.000000e+000	5.000000e+000
1.185709824356262e-003	4.998890e+000	5.000000e+000	5.000000e+000
1.188066967213406e-003	4.998891e+000	5.000000e+000	5.000000e+000
1.190424110070550e-003	4.998891e+000	5.000000e+000	5.000000e+000
1.192781252927694e-003	4.998892e+000	5.000000e+000	5.000000e+000
1.195138395784838e-003	4.998892e+000	5.000000e+000	5.000000e+000
1.197495538641983e-003	4.998892e+000	5.000000e+000	5.000000e+000
1.199852681499127e-003	4.998893e+000	5.000000e+000	5.000000e+000
1.199952681499127e-003	4.998893e+000	5.000000e+000	5.000000e+000
1.200000000000000e-003	4.998893e+000	5.000000e+000	5.000000e+000
